id	name	ancestors	
uSXbPrKY3uo	Ban bảo vệ sức khỏe cán bộ	Việt Nam/Hải Phòng	
UTNmbNS8ka0	Bệnh viện đa khoa Gia Đình	Việt Nam/Đà Nẵng	
UUgWoBFOc5D	Bệnh viện Lao & Bệnh phổi	Việt Nam/Gia Lai	
uUMYzA6d5XS	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Quảng Bình	
uUtQtZ65ygs	Chi cục Dân số - Kế hoạch hoá gia đình	Việt Nam/Bình Phước	
uuYvqZSP0AL	Bệnh viện trường đại học Tây Nguyên	Việt Nam/Đắk Lắk	
UVgkAYhubUx	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Thái Bình	
uVgNT44iXau	Sở Y tế Bến Tre	Việt Nam/Bến Tre	
uwHo8GJz1l6	Trung tâm Kiểm nghiệm thuốc Mỹ phẩm Thực phẩm	Việt Nam/Phú Yên	
UWmuHP0A7RY	Trường Cao đẳng Dược Trung ương Hải Dương	Việt Nam/Các đơn vị trực thuộc Bộ	
uWTtFsno0UJ	Chi cục DS KHHGĐ	Việt Nam/Đắk Lắk	
UWyTnPRb1hx	Bệnh viện Phổi	Việt Nam/Bắc Giang	
UXK1XmMkOYG	BVĐK Hải Tiến	Việt Nam/Thanh Hóa	
UyHnWhUZYuD	Phòng khám ĐK Ân Khánh SG	Việt Nam/Đồng Nai	
uYJAae6tUX8	Bệnh viện Mắt Sài Gòn	Việt Nam/Hồ Chí Minh	
Uzdri6DunGh	Phòng khám ĐK CT TNHH TMDV Y tế Ngọc Minh	Việt Nam/Đồng Nai	
UZIzu43yfHj	Huyện Sơn Hà	Việt Nam/Quảng Ngãi	
UzMewG9A66J	Bệnh viện Y Dược cổ truyền	Việt Nam/Đồng Nai	
UzPiqJ3GbIP	Huyện Phú Tân	Việt Nam/An Giang	
v2U678l7LoL	Huyện Tam Đường	Việt Nam/Lai Châu	
V2v5wySDC3l	Quận Liên Chiểu	Việt Nam/Đà Nẵng	
v3DJDRii3OP	Huyện Hòa Vang	Việt Nam/Đà Nẵng	
V498yemAS5B	Huyện Ngọc Hồi	Việt Nam/Kon Tum	
V5OkarqC76P	Trung tâm Giám định Y khoa	Việt Nam/Nghệ An	
v5rarG7plXh	Trường Trung cấp Y tế	Việt Nam/Ninh Thuận	
v73f2KN39Fq	Trung tâm Kiểm nghiệm (Sáp nhập 2020)	Việt Nam/Bắc Giang	
V7IaDMrCUGl	Phòng khám ĐK Biên Hòa- Sài Gòn	Việt Nam/Đồng Nai	
v7qoma0IDEk	Bệnh viện Phổi Lai Châu	Việt Nam/Lai Châu	
V7WkXcHPX2P	Bệnh viện ĐK Tâm Trí Sài Gòn	Việt Nam/Hồ Chí Minh	
v8gtxeGuCUc	Bệnh viện Phụ sản	Việt Nam/Hải Dương	
V9GjOxAB7hM	Huyện Ứng Hòa	Việt Nam/Hà Nội	
v9rZTU9cWyx	Huyện An Minh	Việt Nam/Kiên Giang	
v9WG8bRcagN	Huyện Tuyên Hóa	Việt Nam/Quảng Bình	
VarFRMUozGL	Trung tâm Phòng chống HIV/AIDS tỉnh Cà Mau (Sáp nhập 2020)	Việt Nam/Cà Mau	
vAt5xLzuCOg	Bệnh viện Mắt Trung ương	Việt Nam/Các đơn vị trực thuộc Bộ	
vBCdHS5wgvQ	Phòng khám ĐK Nam Cường	Việt Nam/Hải Phòng	
vC2eQu9fGQf	Trung tâm Phòng chống  Sốt rét – KST&CT (Sáp nhập 2020)	Việt Nam/Khánh Hòa	
vcK31GtNZUG	Bệnh viện đa khoa Nguyễn Đình Chiểu	Việt Nam/Bến Tre	
vD5WlbitIht	Trung tâm Kiểm soát bệnh tật	Việt Nam/Tuyên Quang	
VEZoEH0H1n0	Huyện Phụng Hiệp	Việt Nam/Hậu Giang	
VFCU7budaoH	Huyện Cầu Ngang	Việt Nam/Trà Vinh	
VfLTMVhbkeF	Thị xã Từ Sơn	Việt Nam/Bắc Ninh	
vfR3TeyURi8	Bệnh viện Y học cổ truyền	Việt Nam/Đà Nẵng	
VFzvL85ms7v	Trung tâm Kiểm soát bệnh tật	Việt Nam/Khánh Hòa	
vgAK0wCUGqg	Bệnh viện Y học cổ truyền 	Việt Nam/Thái Bình	
vGdHQNykpyV	Bệnh viện Bệnh nhiệt đới	Việt Nam/Hải Dương	
vgXbjHmx8VJ	Trung tâm Kiểm soát bệnh tật tỉnh Nghệ An	Việt Nam/Nghệ An	
vGy2AGQlG0o	Trường Cao đẳng y tế 	Việt Nam/Bạc Liêu	
Vi5mw3SVEr0	Trung tâm Giám định Y khoa (Sáp nhập 2020)	Việt Nam/Tây Ninh	
vIhPbB1EoRu	Thị xã Đông Hòa	Việt Nam/Phú Yên	
VIhRr7z8ceG	Bệnh viện đa khoa Thanh Vũ Medic	Việt Nam/Bạc Liêu	
vIJJNK7Lfra	Huyện Tứ Kỳ	Việt Nam/Hải Dương	
viNLKTAyqDs	Trung tâm giám định y khoa	Việt Nam/Quảng Ninh	
vJFLk31oJz4	Trung tâm Giám định Y khoa	Việt Nam/Lạng Sơn	
vJQHqiGbJyS	Bệnh viện Hữu nghị 103	Việt Nam/Yên Bái	
vJTn3772UpH	Chi cục Dân số -KHHGĐ	Việt Nam/Quảng Ninh	
Vl0AcuLq478	Bệnh viện Hữu Nghị Đa khoa tỉnh	Việt Nam/Nghệ An	
vL0RRTJyRkI	Bệnh viện đa khoa cao su Dầu Tiếng	Việt Nam/Bình Dương	
VLdfY1ubL9a	Huyện Sa Thầy	Việt Nam/Kon Tum	
VlHXZeNFGHG	Trung tâm Y tế Quân dân Y 	Việt Nam/Ninh Thuận	
VlIM4EoFWGZ	Bệnh viện Bình Định	Việt Nam/Bình Định	
VLOuuUMjhhN	TT Giám định Y khoa	Việt Nam/Đồng Nai	
vLXhbHQK384	Viện Pháp y Quốc gia	Việt Nam/Các đơn vị trực thuộc Bộ	
Vm70vHej5RG	Bệnh viện Tâm Thần	Việt Nam/Tiền Giang	
VMOOJex3g9R	Bệnh viện Đa khoa Trung ương Cần Thơ	Việt Nam/Các đơn vị trực thuộc Bộ	
vmtowOFpisY	Trung tâm Pháp Y	Việt Nam/Bắc Ninh	
vmvDLjTOyWq	Bệnh viện đa khoa Anh Quất	Việt Nam/Bắc Giang	
vmWZ7gcbGEX	Bệnh viện Tâm thần	Việt Nam/Hải Dương	
vNfLXRFctcv	Huyện Bình Lục	Việt Nam/Hà Nam	
vNGo7veLNfU	Thành phố Đông Hà	Việt Nam/Quảng Trị	
VnRGvopW1EX	Trung tâm phòng chống HIV/AIDS	Việt Nam/Lâm Đồng	
vPg1qj1GVRT	Bệnh viện Da liễu	Việt Nam/Quảng Nam	
VpJC0KwR2VK	 Bệnh viện Sản – Nhi 	Việt Nam/Vĩnh Phúc	
vPm9hUWeHhE	Bệnh viện Công ty Cao Su Bình Long	Việt Nam/Bình Phước	
VpvkLzO5vnw	Chi cục Dân số- Kế hoạch hóa gia đình	Việt Nam/Bến Tre	
vQ6GPHMzF7g	PKĐK MEDIC Chi Lăng	Việt Nam/Thừa Thiên Huế	
vQMshos4Rps	Huyện Vị Xuyên	Việt Nam/Hà Giang	
vRqGib4wqcn	Chi cục Dân số - KHHGĐ (Sáp nhập 2020)	Việt Nam/Bắc Giang	
VsITT0I1sbA	Huyện Cầu Kè	Việt Nam/Trà Vinh	
vu4RItf4Bgs	Huyện Hòn Đất	Việt Nam/Kiên Giang	
vUQ5rY7sGOk	Thị xã Điện Bàn	Việt Nam/Quảng Nam	
VV63cZAnuEh	Thị xã Phổ Yên	Việt Nam/Thái Nguyên	
vvL5rSysnj4	Bệnh viện Trưng Vương	Việt Nam/Hồ Chí Minh	
vVL77IgYzgW	Bệnh viện Đa khoa Quốc tế Vinmec	Việt Nam/Hải Phòng	
VVpTgV3SXCI	BVĐK Quốc tế Hạnh Phúc	Việt Nam/Bình Dương	
Vw6Rc3cM8ve	Trung tâm pháp y	Việt Nam/Quảng Ninh	
VwqVkW8B1gM	Vụ Pháp chế	Việt Nam/Các đơn vị thuộc Bộ	
vy3uUhOPqYZ	Phòng khám ĐK Hoàng Dũng 	Việt Nam/Đồng Nai	
vyG6lMMWRIp	Phòng khám ĐK Thái Dương	Việt Nam/Đồng Nai	
vyjeuvGmF3q	Trung tâm Kiểm soát bệnh tật	Việt Nam/Lạng Sơn	
vyP3m8DDkca	Huyện Hồng Ngự	Việt Nam/Đồng Tháp	
vYPRwjjHo6Y	Thành phố Bến Tre	Việt Nam/Bến Tre	
vYSfFJLfwMd	Bệnh viện Đa khoa tỉnh	Việt Nam/Cao Bằng	
VZgyepBV5hd	Chi cục An toàn vệ sinh thực phẩm	Việt Nam/Hải Dương	
VzYZYS4Oo97	Trung tâm Kiểm soát bệnh tật	Việt Nam/Quảng Bình	
W0oPEB6vi01	Huyện Long Phú	Việt Nam/Sóc Trăng	
W14YqHLumXV	Trung tâm Phòng chống HIV/AIDS	Việt Nam/Thái Bình	
W3dOXaYIO5D	Huyện Tu Mơ Rông	Việt Nam/Kon Tum	
w3wKIASjBDM	Trung tâm Kiểm nghiệm thuốc, mỹ phẩm, thực phẩm	Việt Nam/Quảng Ngãi	
w4Loa7KdlXN	Thị xã Phú Mỹ	Việt Nam/Bà Rịa - Vũng Tàu	
W7kDOJEr3Pf	Huyện Hoà An	Việt Nam/Cao Bằng	
w8vrdhwXgfD	Bệnh viện Đa Khoa Khu vực Củ Chi	Việt Nam/Hồ Chí Minh	
w8YxRtuMei0	BVĐK Tâm Trí	Việt Nam/Khánh Hòa	
W8zpimSWj68	Huyện Vĩnh Thạnh	Việt Nam/Bình Định	
w9IbvU4Tdbh	Bệnh viện Da liễu Hà Nội	Việt Nam/Hà Nội	
WAf8IOFBjDr	Trung tâm Truyền thông (Sáp nhập 2020)	Việt Nam/Bà Rịa - Vũng Tàu	
WB1RiymH28a	Trung tâm Truyền thông - GDSK (Sáp nhập 2020)	Việt Nam/Nghệ An	
WB9FLJtKS7X	Huyện Kông Chro	Việt Nam/Gia Lai	
WBj7jQWMy0p	Bệnh viện Phục hồi chức năng	Việt Nam/Bắc Giang	
WbrWfTKCFhb	Huyện Cát Hải	Việt Nam/Hải Phòng	
WBT8HTecGYo	Huyện Kiên Hải	Việt Nam/Kiên Giang	
WcEVtQZ8VWG	Bệnh viện 74 Trung ương	Việt Nam/Các đơn vị trực thuộc Bộ	
wdQ0DFf4JRG	Huyện Con Cuông	Việt Nam/Nghệ An	
wDY7PBIvoAP	Bệnh viện Phụ - Sản Trung ương	Việt Nam/Các đơn vị trực thuộc Bộ	
wE3FSyox5J6	Bệnh viện nội tiết	Việt Nam/Yên Bái	
WEH8AK9AWrI	Bệnh viện Lao và Bệnh phổi	Việt Nam/Đắk Lắk	
wEMSXnQgZGo	Bệnh viện Da liễu	Việt Nam/Thái Bình	
WfJttDbiCns	Huyện Mỹ Đức	Việt Nam/Hà Nội	
wfysM5AQSrE	Chi cục An toàn thực phẩm	Việt Nam/Hưng Yên	
wFZ3t1QnEhj	Bệnh viện TM Kỳ Hòa-Medika	Việt Nam/Hồ Chí Minh	
WgB4qvtmg93	Huyện Kỳ Sơn	Việt Nam/Nghệ An	
WgwLtITCguv	Bệnh viện Tâm Thần	Việt Nam/Bến Tre	
WhFw68gOPYL	Huyện Châu Thành	Việt Nam/Đồng Tháp	
WHrZEVWCuCt	Trung tâm Da Liễu	Việt Nam/Hải Phòng	
WI3hb3k7BKY	Trung tâm Kiểm soát bệnh tật 	Việt Nam/Vĩnh Phúc	
WiawouzR11j	Thành phố Sầm Sơn	Việt Nam/Thanh Hóa	
WIV3tSzDkd4	Bệnh viện chuyên khoa Sản - Nhi	Việt Nam/Sóc Trăng	
Wiyk1a7uOQJ	Huyện Vĩnh Thuận	Việt Nam/Kiên Giang	
WjewSOstqUr	Ban Bảo vệ sức khỏe cán bộ	Việt Nam/Thái Nguyên	
wJTrzV5KAc9	Trường Trung cấp Y tế	Việt Nam/Sóc Trăng	
wk3eALoWVd0	Trung tâm Mua sắm tập trung thuốc Quốc gia	Việt Nam/Các đơn vị trực thuộc Bộ	
wKgjlspfv5P	Bệnh viện đa khoa MN phía Bắc Quảng Nam	Việt Nam/Quảng Nam	
Wkjvxr1nwhD	Phòng khám ĐK Phúc Trạch	Việt Nam/Đồng Nai	
wKqmGrRBoo5	Thành phố Tân An	Việt Nam/Long An	
wKZbLCAuUui	Trung tâm Kiểm soát bệnh tật	Việt Nam/Hưng Yên	
WL8vRxeE8wk	Bệnh viện Sản Nhi	Việt Nam/Phú Yên	
wLx8CXPb0v7	Bệnh viện Y học cổ truyền và Phục hồi chức năng	Việt Nam/Bắc Ninh	
wmPNwKRI5b4	Bệnh viện Đa khoa Trung tâm	Việt Nam/Tiền Giang	
wmXAANXNkjE	Huyện Khánh Vĩnh	Việt Nam/Khánh Hòa	
WNV6SnMqIQV	Bệnh viện tư nhân Đa khoa Segaero	Việt Nam/Long An	
wO9Jh4FCcUi	Trung tâm Kiểm nghiệm thuốc - Mỹ phẩm - thực phẩm	Việt Nam/Yên Bái	
wOdcKZ52sYr	Huyện Cẩm Giàng	Việt Nam/Hải Dương	
WoPMMTXlWQQ	Bệnh viện Bệnh nhiệt đới	Việt Nam/Khánh Hòa	
WOSWKHX7pTy	Trung tâm Kiểm nghiệm	Việt Nam/Gia Lai	
wpHohq0WIcS	Huyện Năm Căn	Việt Nam/Cà Mau	
wpqW64kVq5z	Phòng khám Đa khoa Thuận Đức	Việt Nam/Thừa Thiên Huế	
wPRrTTvoYHD	Phòng khám ĐK Sài Gòn Tâm Trí	Việt Nam/Đồng Nai	
wqrVwuD5ZBp	Phòng khám đa khoa Phước An	Việt Nam/Đà Nẵng	
WQSR87elUhA	Bệnh viện Phục hồi chức năng	Việt Nam/Hà Tĩnh	
WQXveUAwjVF	Bệnh viện Phụ sản Âu Cơ	Việt Nam/Đồng Nai	
WrK47PaZKOK	Huyện Hương Khê	Việt Nam/Hà Tĩnh	
Wsh99MNsHSL	Trung tâm Kiểm nghiệm Thuốc, Mỹ phẩm, thực phẩm	Việt Nam/Bạc Liêu	
wSm1eUjiJKf	Bệnh viện Hùng Vương	Việt Nam/Hồ Chí Minh	
wTuMOJU7tJI	Trung tâm Kiểm soát bệnh tật	Việt Nam/Long An	
WUBu133TTuG	Bệnh viện Da Liễu	Việt Nam/Nghệ An	
WuLAtWFrLwG	Trung tâm pháp y	Việt Nam/Hưng Yên	
WUrqVPQjdQs	Chi Cục An toàn vệ sinh thực phẩm	Việt Nam/An Giang	
WV402bzwjCT	Bệnh viện đa khoa Phương Chi	Việt Nam/Bình Dương	
wvAtkHeI9NI	Bệnh viện Đa khoa tỉnh	Việt Nam/Tây Ninh	
wvm3wZWCvPk	Bệnh viện Y Dược cổ truyền 	Việt Nam/Quảng Bình	
wWvyXSz05cR	Quận Ngô Quyền	Việt Nam/Hải Phòng	
wX1mCp2RxTI	Bệnh viện đa khoa tỉnh	Việt Nam/Bình Định	
WxN8yL9A7cx	Bệnh viện Sản - Nhi	Việt Nam/Hưng Yên	
WyYfi540iE5	Sở Y tế Kiên Giang	Việt Nam/Kiên Giang	
wzLHRJGgsFv	Bệnh viện đa khoa Tư nhân Hoàn Mỹ	Việt Nam/Bình Phước	
WZskGd9Tbo6	Chi cục Dân số-KHHGĐ	Việt Nam/Hà Nội	
X0LlR9QB3Jy	Bệnh viện Bà Rìa	Việt Nam/Bà Rịa - Vũng Tàu	
x10jzqRVLT3	Trung tâm Kiểm nghiệm Thuốc, Mỹ phẩm, Thực phẩm	Việt Nam/Bến Tre	
x1t5WyCY7Nr	Thành phố Vĩnh Yên	Việt Nam/Vĩnh Phúc	
X2zYfyuFkLU	Quận Hà Đông	Việt Nam/Hà Nội	
x37KSYTrrZn	Bệnh viện 22/12	Việt Nam/Khánh Hòa	
X3NCUHPgL4G	Bệnh viện Chợ Rẫy	Việt Nam/Các đơn vị trực thuộc Bộ	
X4haWgjtdso	Bệnh viện Nhi đồng 1	Việt Nam/Hồ Chí Minh	
X69edwCTPsE	Chi cục DS KHHGĐ	Việt Nam/Sóc Trăng	
x7EmTpgHqLe	Huyện Đức Huệ	Việt Nam/Long An	
X7g3YAhiSUG	Sở Y tế	Việt Nam/Lạng Sơn	
x8MAfXJolMv	Huyện Phú Quí	Việt Nam/Bình Thuận	
xa9406FHjmL	Bệnh viện Tai Mũi Họng Sài gòn	Việt Nam/Hồ Chí Minh	
xaoHwiy8QmM	Huyện đảo Hoàng Sa	Việt Nam/Đà Nẵng	
XayuCVPzBkv	Thành phố Chí Linh	Việt Nam/Hải Dương	
xB1bfGKJhMm	Bệnh viện Y học cổ truyền	Việt Nam/Long An	
xbJUOcl5Eup	Huyện Long Mỹ	Việt Nam/Hậu Giang	
XcisUyZQYd4	Bệnh viên đa khoa tỉnh Bình Định (tư nhân) (Sáp nhập 2020)	Việt Nam/Bình Định	
XcpwiYPwOy1	Huyện Ba Vì	Việt Nam/Hà Nội	
xCvvrPyHE4L	Bệnh viện Phạm Ngọc Thạch	Việt Nam/Quảng Nam	
xdJ2HatBgLU	Chi cục DS-KHHGĐ	Việt Nam/Trà Vinh	
XelleUu2LD9	Cục QL MTYT	Việt Nam/Các đơn vị thuộc Bộ	
XFwRFFZHRLV	Huyện Hàm Tân	Việt Nam/Bình Thuận	
XgEyCbwvmo3	Chi cục An toàn Vệ sinh thực phẩm	Việt Nam/Bình Phước	
xgT5sUY6PHV	Thành phố Qui Nhơn	Việt Nam/Bình Định	
XHINhovUgum	Huyện Kon Rẫy	Việt Nam/Kon Tum	
xHoYoowIg68	Bệnh viện tư nhân Bình An	Việt Nam/Kiên Giang	
xHu6Ak4fOjx	Trường Đại học Điều dưỡng Nam Định	Việt Nam/Các đơn vị trực thuộc Bộ	
xJlIQ6D1Fxu	Huyện Chợ Mới	Việt Nam/Bắc Kạn	
xjS25312REy	Huyện Tiên Lãng	Việt Nam/Hải Phòng	
xJxPZbtxqpg	Bệnh viện tư nhân An Phước	Việt Nam/Bình Thuận	
xKmhyq3lTkd	Bệnh viện Tư nhân Hoàng An	Việt Nam/Thái Bình	
XkQy4RplzMa	Huyện Diên Khánh	Việt Nam/Khánh Hòa	
XLD4VQQt1o3	Huyện Hoàng Su Phì	Việt Nam/Hà Giang	
xLZcbG2a6r3	BVĐK Hoàn Hảo - Thuận An	Việt Nam/Bình Dương	
xMn81HxLogx	Trung tâm Giám định Y khoa	Việt Nam/Bến Tre	
XMoYbPL4tIg	Huyện An Biên	Việt Nam/Kiên Giang	
XN34RGnEMpg	Huyện Yên Lập	Việt Nam/Phú Thọ	
XnHvRoCnoh8	Huyện Bảo Thắng	Việt Nam/Lào Cai	
XNquY2qV3GB	Thị xã Trảng Bàng	Việt Nam/Tây Ninh	
XNXroGwjDAb	Trung tâm Kiểm soát bệnh tật tỉnh	Việt Nam/Phú Thọ	
xO6oAbiyHux	Bệnh viện Đa khoa KV Tây Bắc	Việt Nam/Nghệ An	
XoChGEIVfIL	Viện Y tế công cộng thành phố Hồ Chí Minh	Việt Nam/Các đơn vị trực thuộc Bộ	
xom5BtIp9IT	Huyện Tràng Định	Việt Nam/Lạng Sơn	
XopX6oRbD5r	BVĐKTN Bình Dương	Việt Nam/Bình Dương	
xoVnNhRIMla	Huyện Như Thanh	Việt Nam/Thanh Hóa	
xP83PxbiOvu	Bệnh viện Tâm thần BN Mai Hương	Việt Nam/Hà Nội	
xpCJJyUF1Iy	Huyện Dương Minh Châu	Việt Nam/Tây Ninh	
Xpd9Ks1HBH6	Huyện Bảo Lạc	Việt Nam/Cao Bằng	
XPdvRsGpdn6	Phòng khám ĐK Liên Am	Việt Nam/Hải Phòng	
xpESnV0QKlV	Huyện Lạc Thủy	Việt Nam/Hòa Bình	
xpGo37Sd9ku	Chi cục Dân số KHHGĐ Tỉnh	Việt Nam/Đồng Tháp	
xquwU7mjbiw	Bệnh viện Ngoại Nam Sài Gòn	Việt Nam/Hồ Chí Minh	
xqwS7uYBFoH	Bệnh viện mắt 	Việt Nam/Thanh Hóa	
XqZ37pSlEmX	Bệnh viện Ung bướu	Việt Nam/Cần Thơ	
XrAq7iu3vv8	Huyện Hoài Đức	Việt Nam/Hà Nội	
XReMiwR6sj8	Bệnh viện Nhân Ái	Việt Nam/Hồ Chí Minh	
XRepoHkqKy4	Thành phố Biên Hòa	Việt Nam/Đồng Nai	
xRHRaN3ZayO	Bệnh Viện Lao Và Bệnh Phổi 	Việt Nam/Thái Nguyên	
xRJh3qPRfm7	Sở Y tế Phú Yên	Việt Nam/Phú Yên	
xSuZIccxP4D	Huyện Mù Cang Chải	Việt Nam/Yên Bái	
xTj9wbLTuYp	Bệnh viện Mắt - TMH - RHM	Việt Nam/An Giang	
xTuycPmvi6d	Thị xã Phước Long	Việt Nam/Bình Phước	
XVK3dpk9W9n	Trung tâm Kiểm soát bệnh tật	Việt Nam/Cần Thơ	
XwIjrkD0lJ3	Huyện Văn Chấn	Việt Nam/Yên Bái	
XwWihQn92W8	Bệnh viện Đa khoa tỉnh Cà Mau	Việt Nam/Cà Mau	
xx32DfrWniI	Huyện Bình Tân	Việt Nam/Vĩnh Long	
xXhCriSr6Iz	Bệnh viện Hoàng Anh Gia Lai	Việt Nam/Gia Lai	
xy2wbhE4cBg	Phòng khám ĐK Sài Gòn- Tam Phước	Việt Nam/Đồng Nai	
XYCt2D1Zxa4	Huyện Vũ Quang	Việt Nam/Hà Tĩnh	
XyEdOh6FKYb	Huyện Châu Thành	Việt Nam/Sóc Trăng	
Xyo960xVCb2	Chi cục an toàn vệ sinh thực phẩm	Việt Nam/Hà Tĩnh	
Xyoz2BHq93X	Huyện Văn Giang	Việt Nam/Hưng Yên	
xzdJ8vykqq6	Huyện Quế Sơn	Việt Nam/Quảng Nam	
XZkf76u9Scr	Bệnh viện Lao và bệnh Phổi tỉnh Hậu Giang	Việt Nam/Hậu Giang	
XZqYaGRIwWW	Sở Y tế	Việt Nam/Quảng Nam	
xZWP5MPrhGy	Bệnh viện đa khoa Vĩnh Toàn	Việt Nam/Đà Nẵng	
Y0eNNE6aAQa	Huyện Quỳ Hợp	Việt Nam/Nghệ An	
y0PRKpqGqCz	Trung tâm Pháp Y	Việt Nam/Tiền Giang	
Y1G45pY5hl7	Huyện Cái Nước	Việt Nam/Cà Mau	
Y3eexqQtNN1	Trung tâm Pháp y	Việt Nam/Hà Giang	
Y3rTSSXILB3	Vụ HTQT	Việt Nam/Các đơn vị thuộc Bộ	
Y4Eeb9vQ9Lz	Bệnh viện đa khoa khu vực Định Quán	Việt Nam/Đồng Nai	
Y4EPrPZpOPQ	Huyện Nghĩa Hưng	Việt Nam/Nam Định	
Y5j0SXeiNkB	BVĐK số 10	Việt Nam/Hậu Giang	
y6JL401RgjH	Bệnh viện Đa khoa Thiện Nhân	Việt Nam/Bắc Ninh	
y8XesMj9vGf	Huyện Tiên Phước	Việt Nam/Quảng Nam	
y9OGbXGuPrH	Huyện Nghĩa Đàn	Việt Nam/Nghệ An	
yA0urB1dt0R	Phòng khám và QLSK cán bộ	Việt Nam/Bình Phước	
ya11NnTBEsR	Quận Sơn Trà	Việt Nam/Đà Nẵng	
YAix1AvHv9V	Chi cục DS-KHHGĐ	Việt Nam/Đà Nẵng	
yAuaGblhYzJ	Phòng Khám Đa Khoa Việt Bắc	Việt Nam/Thái Nguyên	
ybIfbZMJQA1	Huyện Thống Nhất	Việt Nam/Đồng Nai	
yBlFK6DdrV7	Trung tâm Kiểm nghiệm thuốc, mỹ phẩm, thực phẩm	Việt Nam/Bình Thuận	
ycL3sq2iYkj	Bệnh viện Mắt	Việt Nam/Phú Thọ	
YCQEtoiozdi	Viện Trang thiết bị và Công trình y tế	Việt Nam/Các đơn vị trực thuộc Bộ	
YeaAC6OkC3n	Huyện Văn Lâm	Việt Nam/Hưng Yên	
yEamYpP3avS	Bệnh viện Đa khoa tỉnh	Việt Nam/Bắc Kạn	
yExUkGKQtMH	Trung tâm Mắt - Nội tiết	Việt Nam/Quảng Bình	
YFBmUqpqhgR	Quận Gò vấp	Việt Nam/Hồ Chí Minh	
yfDbKtGjCAf	Bệnh viện Thận Hà Nội	Việt Nam/Hà Nội	
YFn6Bvy2W5W	Bệnh viện Phổi	Việt Nam/Đồng Nai	
yfoITyYrF48	Huyện A Lưới	Việt Nam/Thừa Thiên Huế	
yG6i2LduaIH	Bệnh viện Tâm thần	Việt Nam/Sơn La	
YhIvKu933rJ	Trường Cao đẳng y tế Cà Mau	Việt Nam/Cà Mau	
yhz9Msfy884	Bệnh viện Đa khoa Tâm Minh Đức	Việt Nam/Cần Thơ	
yIYp2sol5Cu	Bệnh viện phổi 	Việt Nam/Thanh Hóa	
yJh07FccXsF	Trung tâm Da liễu	Việt Nam/Phú Yên	
YKbJDyz2WzF	Chi cục An toàn vệ sinh thực phẩm 	Việt Nam/Kon Tum	
ykifm1Bt2WL	BVĐK Vạn Phúc 2	Việt Nam/Bình Dương	
YkmH1SEalUk	Huyện Thủ Thừa	Việt Nam/Long An	
yknHor0iK4i	Sở y tế Lào Cai	Việt Nam/Lào Cai	
YKpCQ7kHUts	Huyện Phong Điền	Việt Nam/Thừa Thiên Huế	
YkUZCvnnq1E	Huyện Kỳ Anh	Việt Nam/Hà Tĩnh	
YL7OQBvlBAn	Trung tâm Giám định Pháp Y	Việt Nam/Gia Lai	
ymLfJcRdjxg	Huyện Trường Sa	Việt Nam/Khánh Hòa	
ymsdro8WuGn	Bệnh viện Sản nhi TWG Long An	Việt Nam/Long An	
yo00jpvNIMm	Phòng Khám Đa Khoa 103 Hà Nội - Phổ Yên	Việt Nam/Thái Nguyên	
yofR6WIy6Nk	Sở Y tế Hà Nội	Việt Nam/Hà Nội	
yOQMOER6z71	Bệnh viện đa khoa	Việt Nam/Lâm Đồng	
yOsh698f4ZS	Huyện Tam Nông	Việt Nam/Phú Thọ	
yP2Uf8X3uSn	Huyện Lang Chánh	Việt Nam/Thanh Hóa	
yp4JI8qLpbW	Trung tâm Kiểm soát bệnh tật	Việt Nam/Bình Phước	
ypHo3XbebLl	Bệnh viện Mắt Lam Kinh	Việt Nam/Thanh Hóa	
YpI2kbJUAb2	Bệnh viện Đa khoa Thành An	Việt Nam/Nghệ An	
YPNKrATc7j3	Bệnh xá Công an An Giang	Việt Nam/An Giang	
yPNOW5EFbyH	Phòng khám ĐK Tâm An	Việt Nam/Đồng Nai	
ypVqoYRxQ9l	Thành phố Vĩnh Long	Việt Nam/Vĩnh Long	
ypwIbfztwM1	Bệnh viện Y học Cổ truyền	Việt Nam/Tiền Giang	
yq0dzAaUPhw	Trung tâm Giám định y khoa Hà Nội	Việt Nam/Hà Nội	
yQHDKZBH2ZB	Quận Thủ Đức	Việt Nam/Hồ Chí Minh	
YqjFJXpSNET	Trường cao đẳng y tế Bình Dương	Việt Nam/Bình Dương	
YqM7jjFczLl	Bệnh viện quốc tế Thái Hòa	Việt Nam/Đồng Tháp	
yqxRxSgeSJx	Trung tâm Giám định y khoa	Việt Nam/Vĩnh Long	
YrAUAemMV3s	Phòng khám ĐK Thanh Sang	Việt Nam/Đồng Nai	
YRCb7pWtoPG	Huyện Krông Búk	Việt Nam/Đắk Lắk	
yru2K5nVgZh	Bệnh viện Bệnh Nhiệt Đới	Việt Nam/Hồ Chí Minh	
YsgX5NGgG6R	Chi cục Vệ sinh An toàn thực phẩm	Việt Nam/Thái Nguyên	
YsxOvGaZEX3	Bệnh Viện Phục Hồi Chức Năng	Việt Nam/Thái Nguyên	
yt34W013WTj	Thành phố Tây Ninh	Việt Nam/Tây Ninh	
yTDnApSb7iU	Trung tâm Giám định pháp y	Việt Nam/An Giang	
